id,tgl_pencatatan,jml_lahir_pedaging_jantan,jml_lahir_pedaging_betina,jml_lahir_perah_jantan,jml_lahir_perah_betina,jml_mati_pedaging_jantan,jml_mati_pedaging_betina,jml_mati_perah_jantan,jml_mati_perah_betina,jml_mati_pedaging_anaan_jantan,jml_mati_pedaging_anakan_betina,jml_mati_perah_anakan_jantan,jml_mati_perah_anakan_betina,id_peternak
7219,2044-04-22,22,0,0,0,0,0,0,0,1,0,0,0,1
7220,2044-04-23,0,0,0,30,0,0,0,33,1,37,0,0,1
7221,2044-04-24,0,0,0,2,0,49,0,3,1,0,0,0,1
7222,2044-04-25,0,0,48,0,0,0,0,0,1,27,35,0,1
7223,2044-04-26,50,0,0,41,6,0,0,0,1,0,0,24,1
7224,2044-04-27,0,23,0,0,0,0,0,0,1,0,0,0,1
7225,2044-04-28,0,0,0,0,0,0,0,0,1,0,0,14,1
7226,2044-04-29,0,0,0,0,0,0,0,0,1,0,0,0,1
7227,2044-04-30,0,0,0,0,0,47,0,44,1,0,50,0,1
7228,2044-05-01,0,8,28,0,0,0,49,37,1,0,0,0,1
7229,2044-05-02,32,0,0,0,0,5,12,15,1,34,0,0,1
7230,2044-05-03,0,0,0,0,0,0,0,0,1,22,0,0,1
7231,2044-05-04,34,7,0,46,33,35,0,0,1,13,35,0,1
7232,2044-05-05,2,0,0,0,0,0,18,11,1,49,0,22,1
7233,2044-05-06,0,21,26,0,0,0,22,0,1,20,32,0,1
7234,2044-05-07,0,33,6,0,0,0,0,12,1,37,0,0,1
7235,2044-05-08,0,6,1,49,1,0,0,0,1,0,0,0,1
7236,2044-05-09,0,49,0,0,29,39,0,0,1,12,0,14,1
7237,2044-05-10,0,2,0,0,50,0,35,0,1,0,24,0,1
7238,2044-05-11,0,13,6,0,0,23,6,0,1,0,0,0,1
7239,2044-05-12,0,0,0,0,0,33,0,0,1,46,0,0,1
7240,2044-05-13,0,7,0,0,0,0,0,0,1,0,0,43,1
7241,2044-05-14,0,45,0,0,38,13,0,0,1,0,11,0,1
7242,2044-05-15,39,0,0,6,46,0,37,23,1,0,0,26,1
7243,2044-05-16,0,0,0,0,0,0,0,0,1,0,0,0,1
7244,2044-05-17,27,0,0,0,0,39,0,0,1,0,0,0,1
7245,2044-05-18,34,0,10,0,0,0,0,0,1,7,0,0,1
7246,2044-05-19,0,0,4,0,0,0,0,0,1,40,0,31,1
7247,2044-05-20,0,0,0,0,0,0,0,4,1,0,0,0,1
7248,2044-05-21,2,0,0,17,0,22,8,0,1,0,23,0,1
7249,2044-05-22,47,0,0,45,13,22,0,5,1,0,0,0,1
7250,2044-05-23,0,0,40,0,0,0,0,0,1,0,0,0,1
7251,2044-05-24,0,9,24,14,0,0,0,0,1,11,0,0,1
7252,2044-05-25,0,0,0,6,0,3,0,0,1,38,0,0,1
7253,2044-05-26,0,8,35,0,0,0,0,0,1,0,43,23,1
7254,2044-05-27,0,0,0,0,0,30,0,47,1,0,37,0,1
7255,2044-05-28,42,0,12,0,0,25,0,0,1,0,0,0,1
7256,2044-05-29,0,0,0,0,0,0,0,0,1,44,0,0,1
7257,2044-05-30,0,0,0,0,0,19,0,0,1,0,0,33,1
7258,2044-05-31,16,0,17,0,6,14,0,0,1,0,0,50,1
7259,2044-06-01,0,0,0,0,46,0,34,38,1,0,0,6,1
7260,2044-06-02,5,0,0,0,0,0,0,0,1,0,0,0,1
7261,2044-06-03,15,0,0,0,0,0,0,0,1,0,0,0,1
7262,2044-06-04,44,0,0,0,26,0,0,23,1,0,41,0,1
7263,2044-06-05,0,0,41,0,0,7,48,0,1,0,0,0,1
7264,2044-06-06,0,48,49,0,0,0,0,16,1,0,0,0,1
7265,2044-06-07,0,0,33,0,45,0,50,0,1,0,22,36,1
7266,2044-06-08,0,31,0,31,0,0,0,0,1,0,0,30,1
7267,2044-06-09,0,19,0,0,42,0,16,0,1,19,0,0,1
7268,2044-06-10,0,12,0,0,0,0,0,0,1,0,0,6,1
7269,2044-06-11,35,26,4,0,0,0,7,32,1,0,0,25,1
7270,2044-06-12,0,0,2,0,0,0,0,0,1,0,44,34,1
7271,2044-06-13,0,14,6,0,0,0,0,47,1,0,0,0,1
7272,2044-06-14,0,41,48,8,0,0,22,0,1,0,33,0,1
7273,2044-06-15,0,44,0,0,0,0,0,0,1,41,0,0,1
7274,2044-06-16,0,0,0,0,0,0,0,32,1,0,0,31,1
7275,2044-06-17,0,0,0,0,0,0,0,0,1,0,49,19,1
7276,2044-06-18,0,50,0,0,0,50,0,0,1,7,1,0,1
7277,2044-06-19,0,39,0,0,0,0,28,21,1,35,0,0,1
7278,2044-06-20,20,0,0,0,0,37,0,0,1,25,50,0,1
7279,2044-06-21,0,0,0,0,0,0,0,0,1,0,0,0,1
7280,2044-06-22,4,0,35,23,0,0,0,15,1,0,0,0,1
7281,2044-06-23,0,0,4,0,8,42,38,41,1,0,0,43,1
7282,2044-06-24,24,0,21,22,36,31,6,0,1,46,0,0,1
7283,2044-06-25,0,0,0,44,14,0,49,0,1,0,0,0,1
7284,2044-06-26,0,0,0,24,0,0,0,34,1,46,0,0,1
7285,2044-06-27,0,26,0,0,0,0,0,17,1,0,0,3,1
7286,2044-06-28,0,0,23,48,0,8,0,0,1,0,0,0,1
7287,2044-06-29,20,0,0,0,33,17,0,40,1,26,0,0,1
7288,2044-06-30,0,0,42,0,0,14,0,0,1,3,0,0,1
7289,2044-07-01,15,0,23,31,26,0,10,0,1,0,20,0,1
7290,2044-07-02,24,0,41,0,0,0,0,34,1,0,15,11,1
7291,2044-07-03,41,0,0,0,46,0,0,0,1,0,19,14,1
7292,2044-07-04,0,0,0,0,47,23,11,0,1,0,0,0,1
7293,2044-07-05,0,7,0,0,0,0,0,0,1,16,0,0,1
7294,2044-07-06,7,22,0,0,0,0,32,0,1,0,0,11,1
7295,2044-07-07,0,45,0,0,0,0,0,0,1,0,0,0,1
7296,2044-07-08,0,0,0,0,0,0,0,0,1,0,0,3,1
7297,2044-07-09,0,10,0,0,14,0,4,0,1,0,0,0,1
7298,2044-07-10,0,25,0,0,0,0,46,0,1,24,0,42,1
7299,2044-07-11,0,7,0,0,0,2,0,0,1,0,0,9,1
7300,2044-07-12,0,0,0,30,30,0,23,0,1,0,44,0,1
7301,2044-07-13,46,43,0,0,0,12,29,0,1,0,13,0,1
7302,2044-07-14,11,34,0,31,41,24,36,0,1,0,1,0,1
7303,2044-07-15,0,9,0,41,27,0,0,0,1,37,0,0,1
7304,2044-07-16,33,9,0,0,0,35,0,11,1,0,0,25,1
7305,2044-07-17,0,0,18,0,38,44,0,12,1,0,0,0,1
7306,2044-07-18,0,0,0,0,0,0,0,8,1,40,0,23,1
7307,2044-07-19,0,0,13,0,32,49,35,38,1,0,0,0,1
7308,2044-07-20,29,0,0,0,0,0,0,0,1,0,0,20,1
7309,2044-07-21,17,0,0,23,0,0,0,0,1,0,0,0,1
7310,2044-07-22,44,0,0,9,0,0,0,0,1,0,41,43,1
7311,2044-07-23,0,30,0,14,0,0,0,49,1,0,0,49,1
7312,2044-07-24,0,0,38,29,0,0,29,0,1,0,0,0,1
7313,2044-07-25,0,44,48,0,0,0,0,0,1,0,0,0,1
7314,2044-07-26,50,0,33,0,39,42,0,0,1,0,18,0,1
7315,2044-07-27,0,25,0,0,0,0,12,0,1,7,0,8,1
7316,2044-07-28,0,12,0,0,0,18,23,0,1,2,29,0,1
7317,2044-07-29,18,36,0,0,0,0,0,0,1,0,36,0,1
7318,2044-07-30,0,40,0,0,0,0,0,0,1,0,8,14,1
7319,2044-07-31,0,0,0,0,0,0,8,0,1,0,0,0,1
7320,2044-08-01,0,46,0,23,0,0,15,0,1,0,0,0,1
7321,2044-08-02,0,0,0,0,0,0,0,0,1,38,0,21,1
7322,2044-08-03,24,0,0,48,0,0,3,0,1,0,9,43,1
7323,2044-08-04,0,0,34,0,0,0,0,0,1,23,0,0,1
7324,2044-08-05,0,0,0,48,0,33,34,0,1,0,0,2,1
7325,2044-08-06,0,15,0,42,0,0,0,0,1,20,0,0,1
7326,2044-08-07,0,0,0,6,48,0,0,0,1,0,0,0,1
7327,2044-08-08,0,42,0,0,40,0,19,0,1,10,21,0,1
7328,2044-08-09,0,0,0,43,0,0,47,0,1,0,49,48,1
7329,2044-08-10,24,1,0,0,0,0,24,0,1,0,17,6,1
7330,2044-08-11,0,0,0,0,11,0,7,0,1,0,34,0,1
7331,2044-08-12,0,0,0,41,0,0,23,0,1,0,0,0,1
7332,2044-08-13,0,0,0,21,2,0,0,0,1,0,0,0,1
7333,2044-08-14,0,0,0,0,0,0,0,0,1,0,8,0,1
7334,2044-08-15,0,0,0,0,0,19,0,0,1,8,0,0,1
7335,2044-08-16,0,10,0,0,50,0,0,0,1,0,0,0,1
7336,2044-08-17,36,29,7,0,0,0,29,33,1,11,0,49,1
7337,2044-08-18,0,28,0,0,3,0,0,0,1,0,36,0,1
7338,2044-08-19,0,37,0,1,28,0,0,33,1,0,33,10,1
7339,2044-08-20,21,0,0,50,0,0,30,0,1,0,0,3,1
7340,2044-08-21,0,0,0,0,0,0,0,0,1,0,0,0,1
7341,2044-08-22,0,0,0,0,0,11,0,0,1,0,4,0,1
7342,2044-08-23,0,0,40,0,25,34,0,0,1,0,0,0,1
7343,2044-08-24,16,0,0,44,0,33,0,0,1,0,0,0,1
7344,2044-08-25,29,0,0,45,4,0,0,0,1,0,0,0,1
7345,2044-08-26,4,0,0,0,0,0,0,0,1,0,0,0,1
7346,2044-08-27,0,46,0,0,36,15,0,10,1,0,0,36,1
7347,2044-08-28,29,0,0,0,0,0,0,0,1,0,0,0,1
7348,2044-08-29,42,0,0,39,0,0,0,0,1,0,0,0,1
7349,2044-08-30,13,0,0,0,0,45,19,6,1,12,15,0,1
7350,2044-08-31,36,15,12,0,0,43,0,31,1,48,0,0,1
7351,2044-09-01,0,7,45,6,0,0,0,31,1,0,0,0,1
7352,2044-09-02,0,0,0,17,42,44,12,0,1,0,0,0,1
7353,2044-09-03,0,0,9,0,0,0,6,0,1,24,0,0,1
7354,2044-09-04,0,0,0,11,0,38,0,0,1,31,0,0,1
7355,2044-09-05,0,0,0,40,39,0,42,0,1,0,0,0,1
7356,2044-09-06,0,0,0,49,0,0,0,28,1,0,12,0,1
7357,2044-09-07,0,20,0,0,22,0,43,0,1,0,40,0,1
7358,2044-09-08,0,29,0,0,0,0,0,0,1,0,0,35,1
7359,2044-09-09,0,0,0,0,0,0,0,0,1,0,0,18,1
7360,2044-09-10,13,0,0,0,31,0,0,0,1,36,0,0,1
7361,2044-09-11,40,19,0,23,0,0,46,14,1,0,0,0,1
7362,2044-09-12,0,13,48,0,49,5,0,21,1,32,0,0,1
7363,2044-09-13,15,0,0,0,35,0,47,0,1,0,0,0,1
7364,2044-09-14,0,0,36,0,0,5,0,0,1,0,0,0,1
7365,2044-09-15,0,0,0,0,0,0,0,0,1,0,9,0,1
7366,2044-09-16,0,0,0,13,26,40,0,0,1,0,0,0,1
7367,2044-09-17,0,0,0,0,3,0,47,0,1,0,0,7,1
7368,2044-09-18,0,0,48,0,0,24,13,0,1,0,36,0,1
7369,2044-09-19,12,0,19,0,6,0,0,0,1,0,0,0,1
7370,2044-09-20,0,0,0,0,13,0,0,21,1,31,29,0,1
7371,2044-09-21,0,0,0,0,0,0,19,0,1,0,0,21,1
7372,2044-09-22,0,0,0,0,0,0,0,0,1,40,2,44,1
7373,2044-09-23,0,0,0,0,0,0,0,0,1,15,0,0,1
7374,2044-09-24,0,19,6,39,0,0,0,0,1,0,19,18,1
7375,2044-09-25,0,0,49,12,0,17,0,0,1,7,0,0,1
7376,2044-09-26,0,39,7,0,0,20,0,0,1,13,34,22,1
7377,2044-09-27,0,0,0,0,0,5,0,0,1,50,0,0,1
7378,2044-09-28,8,0,0,0,0,0,0,0,1,0,0,9,1
7379,2044-09-29,6,17,0,0,0,0,0,4,1,0,0,0,1
7380,2044-09-30,0,20,0,0,0,0,0,0,1,13,25,0,1
7381,2044-10-01,0,0,21,0,0,27,0,0,1,18,46,0,1
7382,2044-10-02,0,34,0,30,0,0,45,48,1,0,0,0,1
7383,2044-10-03,0,25,0,37,7,42,0,0,1,31,0,0,1
7384,2044-10-04,0,39,44,0,0,0,0,36,1,29,0,0,1
7385,2044-10-05,0,0,33,0,50,0,36,0,1,0,0,45,1
7386,2044-10-06,0,0,0,0,37,11,44,5,1,0,36,0,1
7387,2044-10-07,0,0,10,0,0,0,0,40,1,0,0,0,1
7388,2044-10-08,0,0,13,1,21,0,0,0,1,0,0,0,1
7389,2044-10-09,0,0,17,0,40,40,0,0,1,0,0,0,1
7390,2044-10-10,0,0,0,0,0,8,0,0,1,18,38,12,1
7391,2044-10-11,35,20,0,13,40,0,20,0,1,0,0,0,1
7392,2044-10-12,0,4,0,41,38,33,20,0,1,0,35,24,1
7393,2044-10-13,0,0,0,15,47,26,46,0,1,0,27,0,1
7394,2044-10-14,35,34,31,0,0,0,0,0,1,32,23,0,1
7395,2044-10-15,4,42,0,0,0,28,37,0,1,18,8,14,1
7396,2044-10-16,0,0,0,13,0,0,4,0,1,0,45,43,1
7397,2044-10-17,0,0,0,8,0,0,0,41,1,0,0,39,1
7398,2044-10-18,0,26,36,0,0,12,0,0,1,0,19,3,1
7399,2044-10-19,0,0,0,0,0,5,0,0,1,14,17,0,1
7400,2044-10-20,21,0,39,0,18,0,0,0,1,41,0,0,1
7401,2044-10-21,13,0,0,0,0,40,7,0,1,0,0,0,1
7402,2044-10-22,39,0,39,44,1,0,0,0,1,27,47,36,1
7403,2044-10-23,0,0,0,0,0,0,26,0,1,0,0,0,1
7404,2044-10-24,0,0,0,0,0,0,0,14,1,19,0,0,1
7405,2044-10-25,39,0,0,18,0,0,50,44,1,0,0,0,1
7406,2044-10-26,0,0,0,49,0,0,0,0,1,0,0,38,1
7407,2044-10-27,0,0,0,28,1,0,0,0,1,0,0,36,1
7408,2044-10-28,27,21,0,0,0,25,9,0,1,19,47,50,1
7409,2044-10-29,0,0,0,27,0,0,16,0,1,0,0,0,1
7410,2044-10-30,0,0,50,0,35,0,0,28,1,0,0,0,1
7411,2044-10-31,0,0,0,0,0,5,0,0,1,0,8,7,1
7412,2044-11-01,0,0,0,0,15,48,2,32,1,0,0,12,1
7413,2044-11-02,0,0,47,37,0,0,0,0,1,0,19,0,1
7414,2044-11-03,0,0,27,0,0,0,0,0,1,0,0,0,1
7415,2044-11-04,0,0,10,0,0,13,0,0,1,0,0,27,1
7416,2044-11-05,0,5,0,0,0,0,0,33,1,0,0,0,1
7417,2044-11-06,0,0,1,9,0,0,0,0,1,0,0,0,1
7418,2044-11-07,2,3,14,0,31,35,0,13,1,9,0,0,1
7419,2044-11-08,0,0,0,0,0,11,23,0,1,0,0,0,1
7420,2044-11-09,0,0,0,0,37,0,0,0,1,22,0,31,1
7421,2044-11-10,0,0,0,28,0,39,0,0,1,25,24,0,1
7422,2044-11-11,0,0,0,0,0,42,0,0,1,0,0,0,1
7423,2044-11-12,0,0,26,0,18,40,0,0,1,0,5,0,1
7424,2044-11-13,39,26,0,0,0,0,0,0,1,0,0,0,1
7425,2044-11-14,0,0,0,40,0,0,38,0,1,0,11,0,1
7426,2044-11-15,3,12,12,0,0,27,0,5,1,4,18,45,1
7427,2044-11-16,0,0,28,45,19,34,0,0,1,48,0,0,1
7428,2044-11-17,0,0,0,0,49,0,0,0,1,4,0,0,1
7429,2044-11-18,0,0,24,0,0,0,0,0,1,40,0,0,1
7430,2044-11-19,0,0,0,48,46,0,0,0,1,0,0,0,1
7431,2044-11-20,28,20,0,0,0,41,0,19,1,0,25,0,1
7432,2044-11-21,49,40,0,21,0,36,39,48,1,0,0,16,1
7433,2044-11-22,25,13,0,0,0,10,0,0,1,0,0,0,1
7434,2044-11-23,0,0,0,0,41,0,45,0,1,0,0,0,1
7435,2044-11-24,0,0,0,0,6,0,27,16,1,0,45,0,1
7436,2044-11-25,0,0,0,0,0,0,0,0,1,0,0,0,1
7437,2044-11-26,5,20,0,0,0,0,0,0,1,15,0,0,1
7438,2044-11-27,0,0,0,28,0,0,0,0,1,0,0,0,1
7439,2044-11-28,0,36,0,0,0,0,0,0,1,48,0,0,1
7440,2044-11-29,0,1,0,0,27,0,0,0,1,0,0,0,1
7441,2044-11-30,0,0,0,48,0,0,0,21,1,21,39,0,1
7442,2044-12-01,22,0,9,0,0,16,0,0,1,0,0,0,1
7443,2044-12-02,0,20,0,39,4,29,0,14,1,0,33,0,1
7444,2044-12-03,0,30,0,0,0,0,14,0,1,48,33,0,1
7445,2044-12-04,0,0,0,0,0,0,11,19,1,0,0,0,1
7446,2044-12-05,0,0,0,32,0,2,0,0,1,0,0,0,1
7447,2044-12-06,0,2,0,0,0,18,0,0,1,0,7,0,1
7448,2044-12-07,0,0,0,0,0,0,0,0,1,0,0,0,1
7449,2044-12-08,0,0,0,0,0,33,0,0,1,0,0,0,1
7450,2044-12-09,0,17,0,0,0,0,0,47,1,43,0,0,1
7451,2044-12-10,0,0,0,0,0,0,4,0,1,23,0,0,1
7452,2044-12-11,0,0,0,0,0,0,0,0,1,0,0,0,1
7453,2044-12-12,0,36,0,0,0,8,0,0,1,0,25,0,1
7454,2044-12-13,0,49,30,45,0,0,0,0,1,0,0,0,1
7455,2044-12-14,0,0,0,0,0,42,17,0,1,27,0,0,1
7456,2044-12-15,0,40,0,29,0,0,0,0,1,0,0,0,1
7457,2044-12-16,0,0,0,0,0,40,36,2,1,0,0,0,1
7458,2044-12-17,0,0,31,0,3,0,0,0,1,0,0,42,1
7459,2044-12-18,0,18,38,45,35,0,0,19,1,0,0,0,1
7460,2044-12-19,0,25,40,0,50,0,0,12,1,0,12,0,1
7461,2044-12-20,0,0,0,0,0,0,0,0,1,0,0,0,1
7462,2044-12-21,48,0,0,36,0,0,0,20,1,0,11,0,1
7463,2044-12-22,0,0,0,0,0,0,0,39,1,6,2,0,1
7464,2044-12-23,10,0,45,0,44,0,0,34,1,0,0,0,1
7465,2044-12-24,0,25,43,43,26,18,0,0,1,0,0,0,1
7466,2044-12-25,0,36,0,0,0,0,6,50,1,0,0,0,1
7467,2044-12-26,0,25,0,41,0,0,0,4,1,0,0,20,1
7468,2044-12-27,0,0,0,0,0,0,0,42,1,29,0,28,1
7469,2044-12-28,0,0,0,43,28,0,0,0,1,7,0,5,1
7470,2044-12-29,0,50,0,0,14,0,41,0,1,0,0,36,1
7471,2044-12-30,48,0,0,0,29,0,0,24,1,0,0,0,1
7472,2044-12-31,27,35,0,0,0,0,14,0,1,0,0,36,1
7473,2045-01-01,45,0,0,0,0,40,7,0,1,0,0,0,1
7474,2045-01-02,23,0,0,0,0,28,0,0,1,0,0,27,1
7475,2045-01-03,7,0,0,49,0,43,0,0,1,0,0,28,1
7476,2045-01-04,0,0,35,0,21,0,0,5,1,0,0,0,1
7477,2045-01-05,0,0,0,0,0,31,14,18,1,0,0,49,1
7478,2045-01-06,0,0,21,0,0,16,34,41,1,0,50,0,1
7479,2045-01-07,0,0,0,0,0,0,34,0,1,0,0,0,1
7480,2045-01-08,0,0,0,0,0,0,0,6,1,0,32,29,1
7481,2045-01-09,0,0,0,21,50,23,0,0,1,0,35,0,1
7482,2045-01-10,0,2,0,0,0,0,0,0,1,0,0,0,1
7483,2045-01-11,1,0,0,0,0,0,8,0,1,0,0,0,1
7484,2045-01-12,15,15,0,9,0,5,50,0,1,0,0,32,1
7485,2045-01-13,0,0,15,0,50,0,0,39,1,0,0,0,1
7486,2045-01-14,3,36,0,0,0,0,0,0,1,0,0,7,1
7487,2045-01-15,0,0,0,14,23,0,0,0,1,0,0,0,1
7488,2045-01-16,24,0,0,0,22,0,0,34,1,0,14,0,1
7489,2045-01-17,0,16,0,0,0,0,0,0,1,0,0,0,1
7490,2045-01-18,0,16,0,45,0,32,31,5,1,16,0,0,1
7491,2045-01-19,0,0,0,0,0,0,0,29,1,5,0,0,1
7492,2045-01-20,15,0,0,0,0,0,0,0,1,0,0,0,1
7493,2045-01-21,28,0,0,17,0,0,21,0,1,0,0,11,1
7494,2045-01-22,0,19,0,0,48,12,50,0,1,0,0,0,1
7495,2045-01-23,0,19,22,0,0,0,29,0,1,0,27,0,1
7496,2045-01-24,0,41,0,0,0,0,0,21,1,0,0,0,1
7497,2045-01-25,0,0,0,0,0,0,0,0,1,0,20,4,1
7498,2045-01-26,0,0,0,0,0,45,1,0,1,8,0,0,1
7499,2045-01-27,0,0,0,33,48,0,0,26,1,0,0,0,1
7500,2045-01-28,41,0,0,18,0,0,1,0,1,0,0,0,1
7501,2045-01-29,10,0,0,0,0,6,0,0,1,0,0,25,1
7502,2045-01-30,42,0,0,48,0,0,0,0,1,0,0,0,1
7503,2045-01-31,0,0,0,0,0,0,0,0,1,0,44,0,1
7504,2045-02-01,29,0,0,0,0,0,0,0,1,0,0,0,1
7505,2045-02-02,37,0,0,0,0,41,0,5,1,24,0,0,1
7506,2045-02-03,0,0,0,0,0,3,0,42,1,0,0,5,1
7507,2045-02-04,10,0,0,0,23,0,0,21,1,21,0,0,1
7508,2045-02-05,0,7,0,0,0,21,45,0,1,0,4,21,1
7509,2045-02-06,0,22,41,0,0,11,0,42,1,0,0,0,1
7510,2045-02-07,0,0,0,0,0,0,0,37,1,9,0,0,1
7511,2045-02-08,38,0,0,0,0,0,0,0,1,0,0,22,1
7512,2045-02-09,0,0,0,0,0,0,0,0,1,0,0,8,1
7513,2045-02-10,0,44,0,0,0,13,0,0,1,23,0,29,1
7514,2045-02-11,0,22,0,0,0,0,0,0,1,0,0,0,1
7515,2045-02-12,0,0,49,0,0,0,0,0,1,0,0,0,1
7516,2045-02-13,0,0,0,0,0,0,0,0,1,0,0,11,1
7517,2045-02-14,0,7,22,45,8,0,20,0,1,0,0,0,1
7518,2045-02-15,0,0,0,0,0,37,0,48,1,0,0,0,1
7519,2045-02-16,0,0,26,0,0,0,47,0,1,0,0,42,1
7520,2045-02-17,0,46,0,12,0,0,0,5,1,48,0,0,1
7521,2045-02-18,0,0,17,0,0,0,29,0,1,0,0,0,1
7522,2045-02-19,28,46,1,35,0,0,0,0,1,24,0,0,1
7523,2045-02-20,46,0,24,0,0,0,42,11,1,0,0,46,1
7524,2045-02-21,0,0,0,0,0,40,10,0,1,0,0,0,1
7525,2045-02-22,0,0,0,0,0,0,0,0,1,0,0,46,1
7526,2045-02-23,12,0,3,0,0,0,0,0,1,0,0,11,1
7527,2045-02-24,0,0,3,0,0,0,14,0,1,46,15,0,1
7528,2045-02-25,0,0,13,0,42,0,0,39,1,21,0,49,1
7529,2045-02-26,0,0,0,43,0,0,22,0,1,0,0,0,1
7530,2045-02-27,0,0,0,0,0,38,0,0,1,47,0,0,1
7531,2045-02-28,0,17,7,0,0,0,13,0,1,26,0,0,1
7532,2045-03-01,0,0,10,4,0,0,0,0,1,0,30,0,1
7533,2045-03-02,0,0,0,5,0,47,0,0,1,37,0,0,1
7534,2045-03-03,35,0,0,34,32,0,0,1,1,0,0,0,1
7535,2045-03-04,37,10,0,0,0,0,0,35,1,0,50,39,1
7536,2045-03-05,0,21,0,0,47,0,0,0,1,0,0,0,1
7537,2045-03-06,0,21,0,0,0,0,0,3,1,0,43,17,1
7538,2045-03-07,0,0,42,14,0,0,0,10,1,0,0,0,1
7539,2045-03-08,0,33,0,0,46,0,0,0,1,0,0,0,1
7540,2045-03-09,0,39,34,0,0,0,0,0,1,0,0,19,1
7541,2045-03-10,0,0,11,0,0,9,0,0,1,0,42,38,1
7542,2045-03-11,0,0,38,30,0,0,0,45,1,0,0,0,1
7543,2045-03-12,0,49,0,47,49,48,0,0,1,0,0,0,1
7544,2045-03-13,0,0,0,0,0,44,8,0,1,0,0,0,1
7545,2045-03-14,0,0,0,0,32,0,3,28,1,0,46,0,1
7546,2045-03-15,0,23,0,0,0,28,46,0,1,0,0,0,1
7547,2045-03-16,0,22,0,0,0,0,0,0,1,40,0,0,1
7548,2045-03-17,0,44,0,42,0,0,0,0,1,0,0,30,1
7549,2045-03-18,42,0,0,0,0,0,0,35,1,37,48,0,1
7550,2045-03-19,0,3,0,0,0,41,0,0,1,0,0,0,1
7551,2045-03-20,0,0,0,0,40,30,21,0,1,0,0,0,1
7552,2045-03-21,0,0,27,0,0,0,22,31,1,43,0,0,1
7553,2045-03-22,0,1,0,0,0,0,43,0,1,0,0,29,1
7554,2045-03-23,0,47,0,0,40,0,0,0,1,10,0,0,1
7555,2045-03-24,0,31,41,0,0,0,42,0,1,0,0,37,1
7556,2045-03-25,0,28,0,0,0,48,0,0,1,45,0,0,1
7557,2045-03-26,0,33,0,0,39,3,0,0,1,25,0,0,1
7558,2045-03-27,0,0,0,0,0,0,39,0,1,0,0,0,1
7559,2045-03-28,33,0,0,0,0,21,0,0,1,0,0,0,1
7560,2045-03-29,27,0,0,0,0,50,0,0,1,49,13,0,1
7561,2045-03-30,0,0,38,0,49,0,40,0,1,0,0,22,1
7562,2045-03-31,0,0,19,0,0,35,33,0,1,9,0,0,1
7563,2045-04-01,50,3,0,39,0,38,0,0,1,0,0,0,1
7564,2045-04-02,0,25,0,0,37,50,13,0,1,9,0,0,1
7565,2045-04-03,0,10,0,0,39,0,0,0,1,0,0,28,1
7566,2045-04-04,1,0,50,0,0,0,0,0,1,0,0,0,1
7567,2045-04-05,0,0,14,4,0,0,0,0,1,0,0,4,1
7568,2045-04-06,0,0,0,48,44,0,0,0,1,0,0,40,1
7569,2045-04-07,13,3,0,0,0,0,0,0,1,0,0,0,1
7570,2045-04-08,3,2,0,21,49,0,50,0,1,0,0,0,1
7571,2045-04-09,0,34,19,0,0,0,17,0,1,0,47,0,1
7572,2045-04-10,30,0,0,33,23,0,0,23,1,0,31,44,1
7573,2045-04-11,0,0,3,0,0,31,0,0,1,0,35,0,1
7574,2045-04-12,10,0,0,49,45,0,0,0,1,0,0,0,1
7575,2045-04-13,0,20,0,0,42,0,0,0,1,0,22,6,1
7576,2045-04-14,0,29,0,0,0,27,50,0,1,26,30,0,1
7577,2045-04-15,0,44,0,0,33,0,0,0,1,2,0,43,1
7578,2045-04-16,11,0,0,49,0,44,0,33,1,0,0,0,1
7579,2045-04-17,19,0,0,0,0,0,41,25,1,0,26,0,1
7580,2045-04-18,0,0,23,0,32,0,0,0,1,0,18,0,1
7581,2045-04-19,0,0,0,0,0,2,0,0,1,0,15,10,1
7582,2045-04-20,23,47,19,23,0,0,0,0,1,8,0,0,1
7583,2045-04-21,0,0,14,0,16,6,9,22,1,19,0,0,1
7584,2045-04-22,0,48,3,0,0,0,0,30,1,0,0,0,1
7585,2045-04-23,0,38,0,0,0,0,25,18,1,0,20,17,1
7586,2045-04-24,0,50,3,17,0,0,46,0,1,0,0,0,1
7587,2045-04-25,0,0,0,0,0,0,0,0,1,0,45,0,1
7588,2045-04-26,0,0,0,0,0,39,0,0,1,0,0,12,1
7589,2045-04-27,0,18,0,10,0,0,0,0,1,3,0,0,1
7590,2045-04-28,0,0,0,4,16,0,0,0,1,0,0,0,1
7591,2045-04-29,48,6,0,0,0,0,45,0,1,0,0,0,1
7592,2045-04-30,0,5,0,5,0,0,22,10,1,0,43,0,1
7593,2045-05-01,0,0,0,13,0,0,26,20,1,0,0,0,1
7594,2045-05-02,0,10,7,0,0,0,0,0,1,38,0,0,1
7595,2045-05-03,0,0,0,19,0,37,2,0,1,5,16,35,1
7596,2045-05-04,0,0,7,19,9,0,45,0,1,0,0,0,1
7597,2045-05-05,0,0,0,43,0,0,0,0,1,28,33,13,1
7598,2045-05-06,27,0,17,44,0,10,0,0,1,0,0,0,1
7599,2045-05-07,0,0,25,0,48,0,49,0,1,19,14,23,1
7600,2045-05-08,0,30,0,15,44,0,19,36,1,37,26,0,1
7601,2045-05-09,0,0,38,0,0,0,0,0,1,18,37,35,1
