id,tgl_pencatatan,jenis_mitra_pengirim,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
8311,2047-04-19,1,6,32,47,45,16,17,36,3,1
8312,2047-04-20,5,11,15,48,25,38,50,1,40,1
8313,2047-04-21,33,14,48,13,21,17,37,47,12,1
8314,2047-04-22,41,25,35,16,35,26,30,28,5,1
8315,2047-04-23,31,45,1,39,38,20,23,29,21,1
8316,2047-04-24,27,42,17,50,39,33,50,34,35,1
8317,2047-04-25,23,42,27,29,10,9,42,30,50,1
8318,2047-04-26,22,6,40,38,41,17,42,3,50,1
8319,2047-04-27,48,36,32,9,13,34,46,19,13,1
8320,2047-04-28,15,22,24,36,32,42,10,18,13,1
8321,2047-04-29,17,17,46,50,10,8,31,23,4,1
8322,2047-04-30,28,49,49,5,18,18,2,48,28,1
8323,2047-05-01,41,41,50,36,6,5,43,44,1,1
8324,2047-05-02,6,26,50,41,27,30,9,35,25,1
8325,2047-05-03,11,31,32,48,26,4,43,9,28,1
8326,2047-05-04,8,6,1,46,46,34,43,46,13,1
8327,2047-05-05,44,24,31,34,19,15,5,47,46,1
8328,2047-05-06,43,27,14,27,26,30,2,42,5,1
8329,2047-05-07,2,43,29,34,33,3,10,23,7,1
8330,2047-05-08,5,15,40,36,50,13,27,40,43,1
8331,2047-05-09,23,47,46,34,46,11,45,22,16,1
8332,2047-05-10,12,16,16,43,27,28,1,9,34,1
8333,2047-05-11,42,29,17,20,44,41,6,43,21,1
8334,2047-05-12,16,29,20,40,25,16,45,20,32,1
8335,2047-05-13,47,17,36,33,7,26,24,39,48,1
8336,2047-05-14,46,15,23,20,27,19,9,36,28,1
8337,2047-05-15,23,48,4,37,32,31,39,30,46,1
8338,2047-05-16,45,22,26,31,18,9,37,9,11,1
8339,2047-05-17,3,37,31,16,27,21,37,19,7,1
8340,2047-05-18,37,21,27,32,1,19,45,22,32,1
8341,2047-05-19,18,4,10,38,14,44,4,43,38,1
8342,2047-05-20,43,36,31,46,31,13,38,45,44,1
8343,2047-05-21,18,26,6,8,3,46,40,8,12,1
8344,2047-05-22,11,47,10,21,25,26,36,42,37,1
8345,2047-05-23,39,35,32,16,6,46,42,3,34,1
8346,2047-05-24,4,5,26,23,4,38,46,19,22,1
8347,2047-05-25,16,33,27,31,14,21,50,17,20,1
8348,2047-05-26,47,49,25,37,25,28,7,6,8,1
8349,2047-05-27,17,25,12,27,23,35,26,33,9,1
8350,2047-05-28,41,23,47,12,31,29,5,9,23,1
8351,2047-05-29,39,49,33,21,48,29,44,45,42,1
8352,2047-05-30,38,13,46,38,42,9,26,7,6,1
8353,2047-05-31,49,1,37,34,26,12,38,38,50,1
8354,2047-06-01,38,30,21,1,7,8,20,34,43,1
8355,2047-06-02,27,25,42,15,47,27,48,50,4,1
8356,2047-06-03,19,5,31,2,48,50,38,17,11,1
8357,2047-06-04,40,40,41,19,27,36,29,28,35,1
8358,2047-06-05,18,15,34,50,36,16,48,48,38,1
8359,2047-06-06,38,21,48,12,42,26,16,25,25,1
8360,2047-06-07,31,36,48,27,40,40,10,44,10,1
8361,2047-06-08,39,3,44,28,33,33,46,4,26,1
8362,2047-06-09,32,5,2,36,19,13,37,5,14,1
8363,2047-06-10,15,27,30,7,15,36,2,41,45,1
8364,2047-06-11,31,37,39,31,35,3,12,20,35,1
8365,2047-06-12,24,43,27,38,33,41,45,24,27,1
8366,2047-06-13,41,50,26,18,37,37,45,29,37,1
8367,2047-06-14,15,7,31,24,34,43,25,7,11,1
8368,2047-06-15,44,11,2,35,50,20,6,22,41,1
8369,2047-06-16,18,28,41,48,32,50,47,16,5,1
8370,2047-06-17,11,49,22,32,4,43,17,27,9,1
8371,2047-06-18,26,1,47,46,21,8,16,8,20,1
8372,2047-06-19,34,29,4,38,36,3,6,6,27,1
8373,2047-06-20,40,42,45,48,22,8,26,46,24,1
8374,2047-06-21,49,1,24,24,11,24,28,21,15,1
8375,2047-06-22,44,6,35,38,44,15,41,29,36,1
8376,2047-06-23,21,48,29,29,49,43,44,39,34,1
8377,2047-06-24,45,42,49,25,50,21,39,19,2,1
8378,2047-06-25,45,2,31,47,29,14,22,21,38,1
8379,2047-06-26,4,3,42,21,26,49,15,41,23,1
8380,2047-06-27,17,11,23,3,45,34,24,17,44,1
8381,2047-06-28,24,21,36,7,8,41,28,36,24,1
8382,2047-06-29,32,34,39,13,42,32,15,45,25,1
8383,2047-06-30,20,41,33,19,42,48,41,39,43,1
8384,2047-07-01,37,41,38,44,22,38,45,21,47,1
8385,2047-07-02,44,39,11,32,31,10,32,24,5,1
8386,2047-07-03,21,45,18,14,10,1,5,21,7,1
8387,2047-07-04,37,41,9,48,19,50,13,4,48,1
8388,2047-07-05,6,41,7,1,2,42,39,37,25,1
8389,2047-07-06,33,37,21,48,5,3,17,35,44,1
8390,2047-07-07,39,41,23,47,2,18,18,6,49,1
8391,2047-07-08,29,23,10,17,22,12,20,28,31,1
8392,2047-07-09,50,1,9,36,2,49,15,21,28,1
8393,2047-07-10,40,32,3,36,24,5,44,18,21,1
8394,2047-07-11,34,11,9,31,27,29,18,1,4,1
8395,2047-07-12,2,50,32,18,20,41,17,20,42,1
8396,2047-07-13,28,47,36,14,46,4,43,13,16,1
8397,2047-07-14,25,50,31,1,4,24,7,5,11,1
8398,2047-07-15,26,4,42,24,3,8,31,42,6,1
8399,2047-07-16,16,35,26,43,25,28,29,21,39,1
8400,2047-07-17,42,22,30,36,6,49,11,44,43,1
8401,2047-07-18,27,31,5,33,28,46,1,14,45,1
8402,2047-07-19,7,9,39,14,34,24,31,14,36,1
8403,2047-07-20,36,13,24,26,30,13,46,13,10,1
8404,2047-07-21,18,41,15,8,24,33,8,44,26,1
8405,2047-07-22,36,17,44,40,2,5,3,13,4,1
8406,2047-07-23,35,29,43,6,17,45,1,22,46,1
8407,2047-07-24,37,10,25,14,50,24,48,15,18,1
8408,2047-07-25,11,8,30,34,14,40,5,25,39,1
8409,2047-07-26,15,21,19,34,47,46,40,18,37,1
8410,2047-07-27,48,47,2,27,14,22,25,20,24,1
8411,2047-07-28,46,39,49,24,18,17,5,5,24,1
8412,2047-07-29,5,33,41,10,3,9,24,48,34,1
8413,2047-07-30,24,13,1,45,28,43,15,16,50,1
8414,2047-07-31,44,49,48,49,16,50,34,4,15,1
8415,2047-08-01,12,27,10,44,29,31,41,18,40,1
8416,2047-08-02,38,16,48,23,46,45,28,40,31,1
8417,2047-08-03,25,4,12,24,11,38,13,4,38,1
8418,2047-08-04,30,4,22,6,35,45,18,17,13,1
8419,2047-08-05,48,41,8,38,40,16,38,36,35,1
8420,2047-08-06,48,34,46,1,30,40,35,45,47,1
8421,2047-08-07,7,50,46,35,45,15,44,16,15,1
8422,2047-08-08,9,26,44,29,4,7,34,29,17,1
8423,2047-08-09,13,2,6,15,9,19,12,33,5,1
8424,2047-08-10,12,28,44,40,17,39,44,6,26,1
8425,2047-08-11,27,25,39,32,21,50,30,29,48,1
8426,2047-08-12,36,46,34,38,3,6,32,2,49,1
8427,2047-08-13,9,4,24,18,16,20,24,4,46,1
8428,2047-08-14,15,3,7,30,32,23,6,5,12,1
8429,2047-08-15,18,45,5,34,42,36,40,28,43,1
8430,2047-08-16,29,50,23,2,36,42,38,27,8,1
8431,2047-08-17,4,25,33,7,36,3,11,33,14,1
8432,2047-08-18,35,35,42,33,38,50,34,36,31,1
8433,2047-08-19,36,41,10,19,44,24,36,20,38,1
8434,2047-08-20,42,23,39,21,1,20,40,8,35,1
8435,2047-08-21,7,37,28,18,11,11,21,28,46,1
8436,2047-08-22,13,14,5,38,8,44,14,11,23,1
8437,2047-08-23,9,13,34,2,5,37,25,8,50,1
8438,2047-08-24,47,43,8,17,20,12,2,44,3,1
8439,2047-08-25,10,45,31,39,10,7,4,25,14,1
8440,2047-08-26,34,49,33,1,47,34,16,35,19,1
8441,2047-08-27,22,12,4,8,37,21,42,25,10,1
8442,2047-08-28,25,36,7,14,1,37,19,20,6,1
8443,2047-08-29,36,43,42,46,17,21,10,7,22,1
8444,2047-08-30,40,36,35,16,15,3,16,7,7,1
8445,2047-08-31,12,36,23,44,22,36,8,40,16,1
8446,2047-09-01,6,5,13,23,10,11,46,35,12,1
8447,2047-09-02,3,45,45,43,9,50,13,14,41,1
8448,2047-09-03,30,17,32,36,2,7,41,9,39,1
8449,2047-09-04,32,15,8,23,42,36,8,34,22,1
8450,2047-09-05,33,16,13,41,18,46,33,14,33,1
8451,2047-09-06,13,10,9,27,23,13,41,8,48,1
8452,2047-09-07,11,26,37,50,27,35,46,38,34,1
8453,2047-09-08,49,44,34,33,30,24,11,24,36,1
8454,2047-09-09,46,32,8,47,48,27,42,48,43,1
8455,2047-09-10,34,10,46,38,3,47,6,50,40,1
8456,2047-09-11,42,5,25,3,5,16,33,2,21,1
8457,2047-09-12,2,15,29,11,6,47,14,10,20,1
8458,2047-09-13,43,41,20,49,5,17,33,37,48,1
8459,2047-09-14,1,1,45,26,11,26,22,41,9,1
8460,2047-09-15,8,50,27,43,29,5,20,13,3,1
8461,2047-09-16,22,48,13,19,4,6,31,36,37,1
8462,2047-09-17,49,14,15,16,28,4,6,15,21,1
8463,2047-09-18,24,10,31,12,22,43,37,25,46,1
8464,2047-09-19,10,4,17,17,42,36,45,1,6,1
8465,2047-09-20,19,23,31,4,16,5,48,32,16,1
8466,2047-09-21,43,3,27,42,40,12,26,8,23,1
8467,2047-09-22,33,35,35,2,18,12,11,46,24,1
8468,2047-09-23,19,50,36,32,18,13,36,23,10,1
8469,2047-09-24,42,12,24,40,38,11,21,30,35,1
8470,2047-09-25,27,46,9,30,31,19,47,1,20,1
8471,2047-09-26,36,13,14,19,31,34,9,42,34,1
8472,2047-09-27,40,13,22,50,10,12,11,46,13,1
8473,2047-09-28,36,5,10,29,13,23,39,16,2,1
8474,2047-09-29,47,21,10,46,39,23,16,11,15,1
8475,2047-09-30,46,19,47,22,22,1,44,24,28,1
8476,2047-10-01,20,23,39,34,16,1,44,35,1,1
8477,2047-10-02,34,6,49,39,48,11,9,10,48,1
8478,2047-10-03,32,47,19,17,8,7,10,16,21,1
8479,2047-10-04,25,40,21,32,7,4,14,18,17,1
8480,2047-10-05,14,9,7,49,11,7,39,13,3,1
8481,2047-10-06,21,45,8,5,40,45,47,43,6,1
8482,2047-10-07,14,22,39,40,39,2,28,37,37,1
8483,2047-10-08,46,3,37,1,46,30,43,11,42,1
8484,2047-10-09,49,42,17,36,30,5,18,46,47,1
8485,2047-10-10,40,39,29,19,22,5,24,42,31,1
8486,2047-10-11,43,14,26,16,3,40,46,25,14,1
8487,2047-10-12,31,18,38,4,24,16,1,37,3,1
8488,2047-10-13,43,40,45,6,10,2,11,41,36,1
8489,2047-10-14,16,20,9,32,35,18,5,49,12,1
8490,2047-10-15,14,17,27,44,44,18,8,34,15,1
8491,2047-10-16,48,50,18,21,41,17,26,17,6,1
8492,2047-10-17,24,25,22,25,9,3,29,43,43,1
8493,2047-10-18,44,30,47,41,38,4,20,48,40,1
8494,2047-10-19,37,37,28,13,28,3,36,41,3,1
8495,2047-10-20,37,37,5,4,43,37,22,23,3,1
8496,2047-10-21,17,32,18,42,25,29,4,44,10,1
8497,2047-10-22,49,11,9,2,3,27,47,35,6,1
8498,2047-10-23,20,40,1,8,48,37,39,35,22,1
8499,2047-10-24,6,28,21,20,14,47,4,34,23,1
8500,2047-10-25,18,34,33,49,5,49,45,6,31,1
8501,2047-10-26,7,14,38,26,29,3,10,42,38,1
8502,2047-10-27,28,35,42,11,29,11,2,18,17,1
8503,2047-10-28,34,28,47,19,19,44,23,13,4,1
8504,2047-10-29,50,43,9,7,3,13,50,47,8,1
8505,2047-10-30,41,49,40,17,37,11,25,7,50,1
8506,2047-10-31,20,34,42,23,11,32,1,11,29,1
8507,2047-11-01,30,42,45,39,49,23,34,11,1,1
8508,2047-11-02,4,21,9,31,19,22,9,1,16,1
8509,2047-11-03,3,42,46,35,29,22,47,9,14,1
8510,2047-11-04,7,27,10,33,42,37,34,16,23,1
8511,2047-11-05,12,40,21,37,41,34,20,16,7,1
8512,2047-11-06,44,8,14,40,10,5,34,14,35,1
8513,2047-11-07,10,7,38,32,29,31,46,29,16,1
8514,2047-11-08,21,42,44,22,46,23,23,38,4,1
8515,2047-11-09,9,24,11,41,37,22,31,16,15,1
8516,2047-11-10,33,50,25,35,10,16,33,48,10,1
8517,2047-11-11,37,48,22,23,19,9,37,33,13,1
8518,2047-11-12,10,28,21,12,50,41,20,29,6,1
8519,2047-11-13,20,20,19,23,1,19,36,44,26,1
8520,2047-11-14,10,49,24,37,40,33,3,18,23,1
8521,2047-11-15,13,22,29,44,45,32,46,1,19,1
8522,2047-11-16,25,36,25,49,45,19,11,37,46,1
8523,2047-11-17,36,34,15,11,27,21,21,2,38,1
8524,2047-11-18,22,15,45,40,29,14,6,8,1,1
8525,2047-11-19,24,30,27,23,17,23,19,30,37,1
8526,2047-11-20,5,44,3,18,6,32,22,13,8,1
8527,2047-11-21,38,44,24,41,13,5,28,16,9,1
8528,2047-11-22,13,43,8,21,42,32,14,48,3,1
8529,2047-11-23,20,17,12,36,24,42,34,25,20,1
8530,2047-11-24,30,21,8,33,48,14,45,20,27,1
8531,2047-11-25,3,20,28,10,31,41,35,10,14,1
8532,2047-11-26,41,32,48,33,10,24,29,15,4,1
8533,2047-11-27,20,46,1,9,40,14,28,48,43,1
8534,2047-11-28,37,9,20,12,43,42,45,45,42,1
8535,2047-11-29,43,21,17,32,29,16,26,13,41,1
8536,2047-11-30,34,7,44,38,39,26,34,22,32,1
8537,2047-12-01,29,46,31,15,11,26,50,13,21,1
8538,2047-12-02,39,28,47,28,32,17,12,27,39,1
8539,2047-12-03,2,31,36,24,28,1,17,45,9,1
8540,2047-12-04,2,29,41,4,42,1,39,41,48,1
8541,2047-12-05,3,41,35,38,6,18,4,11,49,1
8542,2047-12-06,11,25,11,3,21,29,24,46,11,1
8543,2047-12-07,24,49,45,16,28,41,50,5,29,1
8544,2047-12-08,49,31,26,19,11,50,24,15,39,1
8545,2047-12-09,13,37,47,43,25,29,36,7,49,1
8546,2047-12-10,30,43,50,15,37,12,36,15,49,1
8547,2047-12-11,10,30,45,45,5,42,42,1,40,1
8548,2047-12-12,39,31,17,3,27,15,14,11,26,1
8549,2047-12-13,41,33,29,41,33,38,36,32,39,1
8550,2047-12-14,35,12,24,40,2,14,5,26,17,1
8551,2047-12-15,23,1,3,39,21,45,10,45,29,1
8552,2047-12-16,27,15,6,13,37,2,23,47,32,1
8553,2047-12-17,42,7,48,37,18,2,19,2,11,1
8554,2047-12-18,19,25,28,6,39,3,7,2,40,1
8555,2047-12-19,39,25,21,25,46,44,24,13,21,1
8556,2047-12-20,19,43,13,7,43,3,11,15,8,1
8557,2047-12-21,8,8,39,15,31,37,45,17,32,1
8558,2047-12-22,33,15,28,40,29,49,23,13,35,1
8559,2047-12-23,45,17,16,33,29,22,25,38,30,1
8560,2047-12-24,20,22,11,6,9,19,43,48,40,1
8561,2047-12-25,19,36,33,21,24,36,24,25,24,1
8562,2047-12-26,1,25,24,13,24,22,44,40,30,1
8563,2047-12-27,26,29,25,16,12,29,30,50,50,1
8564,2047-12-28,4,32,22,2,36,10,28,50,32,1
8565,2047-12-29,41,42,23,40,19,11,47,26,16,1
8566,2047-12-30,34,49,21,16,1,7,39,28,34,1
8567,2047-12-31,33,14,39,31,42,17,46,15,37,1
8568,2048-01-01,49,8,37,10,43,12,32,46,22,1
8569,2048-01-02,28,24,34,7,15,34,50,29,25,1
8570,2048-01-03,4,38,4,7,16,24,30,32,46,1
8571,2048-01-04,35,27,41,19,37,26,17,22,24,1
8572,2048-01-05,9,37,5,38,27,34,28,29,2,1
8573,2048-01-06,38,23,33,49,42,20,33,36,2,1
8574,2048-01-07,44,44,8,32,7,27,4,45,35,1
8575,2048-01-08,50,21,9,48,45,39,44,41,38,1
8576,2048-01-09,23,48,20,12,38,31,28,12,11,1
8577,2048-01-10,25,44,29,3,29,46,14,45,50,1
8578,2048-01-11,4,17,11,36,31,5,19,9,24,1
8579,2048-01-12,47,18,1,34,14,1,22,26,21,1
8580,2048-01-13,4,22,11,50,35,42,14,14,32,1
8581,2048-01-14,47,15,24,48,7,31,43,24,19,1
8582,2048-01-15,33,48,36,31,35,7,10,25,33,1
8583,2048-01-16,7,46,45,50,32,35,43,4,47,1
8584,2048-01-17,43,6,14,32,13,30,14,30,7,1
8585,2048-01-18,26,13,2,33,42,35,20,30,6,1
8586,2048-01-19,19,25,29,16,44,6,13,13,22,1
8587,2048-01-20,12,23,26,16,35,12,45,2,23,1
8588,2048-01-21,11,13,5,30,13,34,22,15,37,1
8589,2048-01-22,28,30,25,5,6,21,34,37,31,1
8590,2048-01-23,42,31,26,44,38,7,8,40,12,1
8591,2048-01-24,16,32,7,50,36,3,50,47,23,1
8592,2048-01-25,20,32,40,20,37,50,50,43,32,1
8593,2048-01-26,9,3,12,13,34,12,30,48,1,1
8594,2048-01-27,49,27,46,32,42,24,42,8,44,1
8595,2048-01-28,24,9,34,43,45,1,33,42,4,1
8596,2048-01-29,38,47,2,36,15,39,28,44,6,1
8597,2048-01-30,37,42,44,14,30,43,5,27,10,1
8598,2048-01-31,5,30,3,47,40,29,28,42,27,1
8599,2048-02-01,46,45,9,45,42,15,50,40,41,1
8600,2048-02-02,18,40,22,36,12,1,6,34,29,1
8601,2048-02-03,1,47,25,37,9,46,6,16,1,1
8602,2048-02-04,28,49,17,45,11,21,8,29,10,1
8603,2048-02-05,6,20,6,25,31,48,7,33,8,1
8604,2048-02-06,27,13,15,43,33,38,35,41,15,1
8605,2048-02-07,19,7,23,24,20,39,47,14,29,1
8606,2048-02-08,12,31,48,17,48,9,32,21,7,1
8607,2048-02-09,47,43,44,29,25,15,22,22,49,1
8608,2048-02-10,9,7,9,23,37,2,26,48,10,1
8609,2048-02-11,6,41,15,24,43,49,19,46,18,1
8610,2048-02-12,29,33,26,7,2,12,37,37,39,1
8611,2048-02-13,32,32,41,32,40,12,4,14,1,1
8612,2048-02-14,34,34,39,39,47,30,5,43,14,1
8613,2048-02-15,1,37,27,4,2,29,27,3,5,1
8614,2048-02-16,46,6,48,24,37,27,18,18,44,1
8615,2048-02-17,19,6,7,8,21,43,31,5,20,1
8616,2048-02-18,19,38,9,10,27,40,48,16,39,1
8617,2048-02-19,26,46,18,6,25,7,30,19,46,1
8618,2048-02-20,16,39,19,41,47,2,3,23,35,1
8619,2048-02-21,30,50,13,46,5,22,3,10,14,1
8620,2048-02-22,48,26,12,4,15,49,26,48,10,1
8621,2048-02-23,22,8,32,32,11,35,39,44,7,1
8622,2048-02-24,32,33,44,48,7,18,33,16,32,1
8623,2048-02-25,6,45,41,14,11,10,11,22,15,1
8624,2048-02-26,25,23,12,49,30,24,18,8,41,1
8625,2048-02-27,3,36,15,44,23,45,6,1,42,1
8626,2048-02-28,43,49,10,43,37,18,8,33,30,1
8627,2048-02-29,24,24,6,7,39,48,25,11,33,1
8628,2048-03-01,45,17,15,4,20,1,2,49,36,1
8629,2048-03-02,40,22,33,43,40,47,25,15,33,1
8630,2048-03-03,41,18,12,33,49,26,43,39,33,1
8631,2048-03-04,23,6,28,4,38,33,17,14,16,1
8632,2048-03-05,37,46,44,14,50,38,6,50,37,1
8633,2048-03-06,42,37,50,13,45,31,33,20,23,1
8634,2048-03-07,19,46,17,19,31,31,14,3,44,1
8635,2048-03-08,12,31,38,38,10,49,16,33,39,1
8636,2048-03-09,1,19,28,22,37,44,9,43,6,1
8637,2048-03-10,10,11,36,10,30,42,3,1,4,1
8638,2048-03-11,43,34,39,22,7,20,11,19,20,1
8639,2048-03-12,31,28,1,26,45,33,22,50,2,1
8640,2048-03-13,5,8,17,36,4,11,4,30,12,1
8641,2048-03-14,43,3,4,12,45,7,37,6,26,1
8642,2048-03-15,38,50,32,29,10,36,47,30,20,1
8643,2048-03-16,38,25,48,46,4,27,5,22,20,1
8644,2048-03-17,28,11,41,34,47,34,6,6,35,1
8645,2048-03-18,26,44,8,9,5,47,10,17,31,1
8646,2048-03-19,27,41,6,21,18,32,21,33,41,1
8647,2048-03-20,46,27,14,23,26,8,43,37,1,1
8648,2048-03-21,37,26,15,44,43,50,1,50,16,1
8649,2048-03-22,45,24,18,17,14,46,27,27,48,1
8650,2048-03-23,10,28,42,26,44,3,11,17,43,1
8651,2048-03-24,28,6,19,14,8,28,19,11,29,1
8652,2048-03-25,34,16,32,14,20,22,29,10,46,1
8653,2048-03-26,42,24,2,5,46,21,16,39,50,1
8654,2048-03-27,9,25,5,24,40,4,32,5,16,1
8655,2048-03-28,44,11,38,15,40,9,48,29,9,1
8656,2048-03-29,2,5,33,24,33,45,10,7,19,1
8657,2048-03-30,20,16,15,16,7,4,34,16,23,1
8658,2048-03-31,48,38,9,31,28,48,48,44,5,1
8659,2048-04-01,48,10,47,1,12,46,2,37,35,1
8660,2048-04-02,40,35,10,47,20,23,19,7,9,1
8661,2048-04-03,13,26,25,12,26,8,26,44,47,1
8662,2048-04-04,8,16,32,1,15,30,35,12,42,1
8663,2048-04-05,29,14,43,29,41,41,15,24,42,1
8664,2048-04-06,45,40,13,21,7,38,22,10,5,1
8665,2048-04-07,12,4,14,11,26,2,42,12,26,1
8666,2048-04-08,36,8,33,25,31,1,46,37,2,1
8667,2048-04-09,2,7,12,10,45,5,5,13,32,1
8668,2048-04-10,30,23,1,34,23,30,11,10,17,1
8669,2048-04-11,47,17,29,5,47,6,26,50,40,1
8670,2048-04-12,7,34,12,3,42,1,15,10,5,1
8671,2048-04-13,38,7,5,3,45,40,36,42,8,1
8672,2048-04-14,42,13,45,47,37,50,18,7,8,1
8673,2048-04-15,21,35,34,31,4,37,34,7,17,1
8674,2048-04-16,35,15,28,24,19,3,50,48,8,1
8675,2048-04-17,4,44,12,2,38,28,1,13,38,1
8676,2048-04-18,15,18,3,28,50,17,48,50,17,1
8677,2048-04-19,21,35,15,48,14,13,25,32,12,1
8678,2048-04-20,45,45,11,25,42,14,16,45,9,1
8679,2048-04-21,25,48,42,1,3,28,6,48,5,1
8680,2048-04-22,26,34,28,32,11,43,38,4,9,1
8681,2048-04-23,50,43,42,9,10,11,39,10,36,1
8682,2048-04-24,15,15,23,1,1,33,49,46,38,1
8683,2048-04-25,41,21,2,26,21,7,49,12,48,1
8684,2048-04-26,34,7,28,46,17,48,44,14,1,1
8685,2048-04-27,9,36,42,45,30,39,43,21,24,1
8686,2048-04-28,2,45,10,24,48,43,9,14,49,1
8687,2048-04-29,24,40,44,17,43,1,35,4,47,1
8688,2048-04-30,43,26,27,3,46,36,3,29,23,1
8689,2048-05-01,31,39,46,6,18,22,37,15,14,1
8690,2048-05-02,2,24,2,3,16,30,7,4,14,1
8691,2048-05-03,24,11,19,38,45,39,47,32,23,1
8692,2048-05-04,26,33,20,1,7,43,43,31,27,1
8693,2048-05-05,17,21,41,27,44,43,44,31,21,1
8694,2048-05-06,10,3,2,10,12,24,12,34,20,1
8695,2048-05-07,11,44,29,24,9,44,12,18,43,1
8696,2048-05-08,6,49,40,29,42,5,45,23,37,1
8697,2048-05-09,35,22,14,3,27,9,46,13,13,1
8698,2048-05-10,17,2,46,46,50,33,41,2,35,1
8699,2048-05-11,18,6,45,46,20,40,43,45,1,1
8700,2048-05-12,40,16,40,23,14,29,23,49,29,1
8701,2048-05-13,25,4,30,1,46,11,41,2,45,1
8702,2048-05-14,28,21,3,39,40,47,3,4,12,1
8703,2048-05-15,37,12,9,48,35,16,14,32,27,1
8704,2048-05-16,6,23,10,37,2,12,21,14,16,1
8705,2048-05-17,10,13,4,48,3,11,48,36,6,1
8706,2048-05-18,32,15,1,5,4,45,36,13,1,1
8707,2048-05-19,15,41,26,32,9,36,13,32,16,1
8708,2048-05-20,27,48,50,50,32,1,10,16,23,1
8709,2048-05-21,37,15,33,23,8,30,46,23,48,1
8710,2048-05-22,34,17,37,37,8,1,7,44,38,1
8711,2048-05-23,37,41,7,13,5,39,9,17,27,1
8712,2048-05-24,47,26,18,42,1,26,45,38,20,1
8713,2048-05-25,13,9,32,13,43,19,10,6,23,1
8714,2048-05-26,28,36,23,16,7,31,30,17,6,1
8715,2048-05-27,35,3,20,11,9,6,6,32,21,1
8716,2048-05-28,22,7,47,13,2,25,16,21,14,1
8717,2048-05-29,26,5,39,15,29,34,44,49,20,1
8718,2048-05-30,9,12,19,30,33,5,6,9,16,1
8719,2048-05-31,5,35,11,25,1,6,47,47,1,1
8720,2048-06-01,31,26,35,14,10,13,14,27,39,1
8721,2048-06-02,18,17,14,33,33,34,22,47,50,1
8722,2048-06-03,19,46,26,4,29,43,21,32,11,1
8723,2048-06-04,27,40,25,30,34,42,9,36,35,1
8724,2048-06-05,42,35,41,6,28,21,45,4,49,1
8725,2048-06-06,20,10,35,1,17,50,40,19,50,1
8726,2048-06-07,13,2,15,6,46,17,40,8,24,1
8727,2048-06-08,44,2,48,31,9,2,28,18,48,1
8728,2048-06-09,27,2,29,29,47,16,43,48,32,1
8729,2048-06-10,29,38,25,26,19,38,26,39,15,1
8730,2048-06-11,31,5,44,46,26,29,37,16,6,1
8731,2048-06-12,19,12,4,37,42,17,6,42,22,1
8732,2048-06-13,24,41,43,35,31,9,26,47,35,1
8733,2048-06-14,48,2,27,49,20,40,1,42,28,1
8734,2048-06-15,25,33,46,48,40,11,11,46,36,1
8735,2048-06-16,34,39,44,35,6,37,12,4,27,1
8736,2048-06-17,13,5,13,30,42,20,17,48,30,1
8737,2048-06-18,38,2,12,31,15,33,23,14,7,1
8738,2048-06-19,29,45,8,6,46,32,9,14,48,1
8739,2048-06-20,34,35,40,14,15,46,15,13,7,1
8740,2048-06-21,42,48,29,5,45,17,20,27,23,1
8741,2048-06-22,28,14,46,44,18,1,38,18,27,1
8742,2048-06-23,16,22,13,45,23,20,45,41,10,1
8743,2048-06-24,21,34,26,9,27,35,50,35,23,1
8744,2048-06-25,1,19,8,10,44,24,11,44,49,1
8745,2048-06-26,5,3,50,48,10,11,50,24,10,1
8746,2048-06-27,4,8,31,22,36,20,17,15,23,1
8747,2048-06-28,43,42,4,47,38,35,36,12,8,1
8748,2048-06-29,18,48,20,5,15,25,21,49,33,1
8749,2048-06-30,8,31,21,29,26,41,42,19,3,1
8750,2048-07-01,29,17,47,34,33,39,43,26,4,1
8751,2048-07-02,9,17,41,43,38,43,41,50,15,1
8752,2048-07-03,39,22,25,45,24,16,49,43,16,1
8753,2048-07-04,5,43,1,2,50,30,33,47,29,1
8754,2048-07-05,13,7,50,25,22,47,45,22,35,1
8755,2048-07-06,33,39,36,33,33,39,42,45,50,1
8756,2048-07-07,31,11,42,34,12,12,17,44,33,1
8757,2048-07-08,1,31,35,49,7,49,2,33,25,1
8758,2048-07-09,15,39,31,11,47,37,43,39,40,1
8759,2048-07-10,50,23,50,11,27,3,8,32,36,1
8760,2048-07-11,10,3,32,18,49,9,48,20,13,1
8761,2048-07-12,19,42,40,9,47,31,46,30,45,1
8762,2048-07-13,37,5,28,46,5,10,31,22,8,1
8763,2048-07-14,27,40,39,43,17,45,35,17,50,1
8764,2048-07-15,18,47,38,15,18,39,20,7,40,1
8765,2048-07-16,14,22,5,14,48,9,25,20,42,1
8766,2048-07-17,32,36,27,34,4,44,1,44,44,1
8767,2048-07-18,10,49,25,1,33,10,27,13,7,1
8768,2048-07-19,50,48,2,20,34,35,39,19,4,1
8769,2048-07-20,35,13,38,7,30,34,43,29,14,1
8770,2048-07-21,30,42,29,40,1,26,44,11,11,1
8771,2048-07-22,10,27,2,34,47,50,19,13,9,1
8772,2048-07-23,44,22,45,36,18,34,16,40,44,1
