id,tgl_pencatatan,jenis_mitra_penerima,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
7027,2043-10-13,7,18,18,4,39,22,42,34,41,1
7028,2043-10-14,20,19,26,48,44,6,40,34,7,1
7029,2043-10-15,27,6,8,37,43,33,49,43,38,1
7030,2043-10-16,29,28,4,2,1,12,39,2,19,1
7031,2043-10-17,50,27,37,49,49,25,26,13,23,1
7032,2043-10-18,19,35,18,13,8,8,40,45,39,1
7033,2043-10-19,27,44,4,35,17,3,44,45,24,1
7034,2043-10-20,14,23,5,50,35,22,33,24,44,1
7035,2043-10-21,4,20,24,11,39,26,11,5,37,1
7036,2043-10-22,35,27,24,24,45,49,23,19,9,1
7037,2043-10-23,17,10,23,17,25,38,35,31,15,1
7038,2043-10-24,33,7,47,12,30,44,41,39,40,1
7039,2043-10-25,14,10,33,46,47,25,26,29,23,1
7040,2043-10-26,11,35,15,3,13,22,7,11,28,1
7041,2043-10-27,41,28,48,16,23,39,34,7,46,1
7042,2043-10-28,28,46,21,44,38,42,47,19,49,1
7043,2043-10-29,20,50,38,48,50,9,5,44,47,1
7044,2043-10-30,39,18,16,19,37,4,42,10,33,1
7045,2043-10-31,48,17,18,14,31,2,19,17,36,1
7046,2043-11-01,14,14,35,16,26,24,45,38,12,1
7047,2043-11-02,42,3,22,49,2,18,35,25,16,1
7048,2043-11-03,35,6,39,7,7,46,32,29,47,1
7049,2043-11-04,16,18,22,7,12,9,46,27,41,1
7050,2043-11-05,36,40,8,3,50,4,42,43,38,1
7051,2043-11-06,35,29,6,20,45,38,49,50,36,1
7052,2043-11-07,7,26,6,24,31,44,32,42,20,1
7053,2043-11-08,19,3,11,23,16,16,9,8,37,1
7054,2043-11-09,24,48,45,35,41,19,38,47,15,1
7055,2043-11-10,7,16,7,35,6,50,43,28,38,1
7056,2043-11-11,38,34,30,38,1,21,35,1,3,1
7057,2043-11-12,35,36,31,25,20,35,34,1,44,1
7058,2043-11-13,12,12,10,29,16,31,32,28,3,1
7059,2043-11-14,31,30,46,10,15,49,1,46,36,1
7060,2043-11-15,35,10,16,11,14,46,45,4,16,1
7061,2043-11-16,18,7,25,1,28,40,24,37,5,1
7062,2043-11-17,50,27,10,14,5,24,5,26,16,1
7063,2043-11-18,40,3,19,42,27,2,25,50,19,1
7064,2043-11-19,22,7,44,10,50,44,48,44,50,1
7065,2043-11-20,3,21,32,43,34,45,47,36,16,1
7066,2043-11-21,11,50,41,2,10,41,25,29,39,1
7067,2043-11-22,50,42,13,29,36,1,17,36,7,1
7068,2043-11-23,9,24,27,21,22,26,49,37,16,1
7069,2043-11-24,46,38,34,25,35,17,28,7,45,1
7070,2043-11-25,43,34,48,39,24,31,30,29,50,1
7071,2043-11-26,11,10,20,9,1,7,17,14,9,1
7072,2043-11-27,39,42,5,38,12,15,20,27,28,1
7073,2043-11-28,45,1,42,12,45,25,7,7,10,1
7074,2043-11-29,26,48,37,25,44,4,12,4,43,1
7075,2043-11-30,14,40,33,31,4,30,13,25,42,1
7076,2043-12-01,39,38,29,36,24,46,38,27,39,1
7077,2043-12-02,2,47,50,15,29,4,41,5,1,1
7078,2043-12-03,7,42,6,19,12,50,18,47,20,1
7079,2043-12-04,5,28,2,42,23,42,49,38,21,1
7080,2043-12-05,31,42,4,9,9,4,6,18,45,1
7081,2043-12-06,42,34,31,23,1,14,49,37,8,1
7082,2043-12-07,41,3,1,47,49,25,16,3,39,1
7083,2043-12-08,38,6,47,17,16,4,15,22,21,1
7084,2043-12-09,18,39,26,12,3,16,44,9,30,1
7085,2043-12-10,24,9,21,13,16,32,26,31,16,1
7086,2043-12-11,26,3,9,1,18,40,42,24,30,1
7087,2043-12-12,22,10,39,43,4,33,42,23,35,1
7088,2043-12-13,38,9,50,44,33,2,34,25,16,1
7089,2043-12-14,2,1,37,8,48,6,9,41,26,1
7090,2043-12-15,8,25,41,34,32,33,7,33,13,1
7091,2043-12-16,13,1,24,43,5,32,34,39,42,1
7092,2043-12-17,11,42,33,6,23,38,42,48,15,1
7093,2043-12-18,10,41,27,23,11,17,43,30,48,1
7094,2043-12-19,10,45,32,22,40,22,42,37,47,1
7095,2043-12-20,27,38,27,16,45,9,42,49,35,1
7096,2043-12-21,33,20,10,50,10,7,26,49,30,1
7097,2043-12-22,11,35,43,26,4,26,32,42,37,1
7098,2043-12-23,19,34,2,32,4,36,27,50,19,1
7099,2043-12-24,17,36,1,41,3,41,2,50,16,1
7100,2043-12-25,3,38,16,50,26,24,18,46,50,1
7101,2043-12-26,11,22,26,31,36,38,7,11,22,1
7102,2043-12-27,27,16,5,20,42,20,47,15,7,1
7103,2043-12-28,40,49,12,37,24,13,26,38,2,1
7104,2043-12-29,33,31,7,45,24,47,48,49,36,1
7105,2043-12-30,48,4,50,48,44,3,27,30,20,1
7106,2043-12-31,18,50,34,31,26,31,42,24,31,1
7107,2044-01-01,34,37,8,47,25,20,19,25,20,1
7108,2044-01-02,43,15,50,42,42,39,20,32,9,1
7109,2044-01-03,1,34,22,28,27,1,25,49,49,1
7110,2044-01-04,40,5,7,14,28,7,47,49,48,1
7111,2044-01-05,28,30,7,1,4,36,24,46,20,1
7112,2044-01-06,5,17,8,42,10,24,21,40,10,1
7113,2044-01-07,38,49,8,3,22,13,12,40,48,1
7114,2044-01-08,37,32,13,5,42,5,39,4,46,1
7115,2044-01-09,42,26,42,23,29,36,10,48,1,1
7116,2044-01-10,31,36,26,14,3,4,9,16,38,1
7117,2044-01-11,30,39,33,42,8,3,27,13,2,1
7118,2044-01-12,40,49,47,38,14,42,27,44,41,1
7119,2044-01-13,5,41,37,45,46,20,27,13,37,1
7120,2044-01-14,24,47,37,42,4,11,33,13,27,1
7121,2044-01-15,24,14,30,39,11,13,7,29,22,1
7122,2044-01-16,42,45,24,8,46,18,10,43,43,1
7123,2044-01-17,15,45,19,42,39,23,21,49,6,1
7124,2044-01-18,1,36,28,39,31,44,48,9,4,1
7125,2044-01-19,10,47,37,8,19,9,18,36,33,1
7126,2044-01-20,43,40,48,4,48,11,47,46,35,1
7127,2044-01-21,3,35,6,1,15,8,24,37,7,1
7128,2044-01-22,18,7,5,24,17,26,21,29,43,1
7129,2044-01-23,34,27,44,2,38,44,26,2,4,1
7130,2044-01-24,37,45,31,16,40,50,42,1,43,1
7131,2044-01-25,24,29,25,6,10,41,13,50,26,1
7132,2044-01-26,49,7,43,19,12,28,20,23,7,1
7133,2044-01-27,46,5,21,7,45,27,7,40,3,1
7134,2044-01-28,5,1,23,30,13,12,12,13,4,1
7135,2044-01-29,12,13,30,2,45,35,26,34,39,1
7136,2044-01-30,17,23,3,38,11,3,37,10,14,1
7137,2044-01-31,2,50,34,42,34,23,3,32,45,1
7138,2044-02-01,42,44,1,13,37,38,36,13,2,1
7139,2044-02-02,38,35,20,32,33,9,22,34,13,1
7140,2044-02-03,11,17,35,30,23,21,6,31,39,1
7141,2044-02-04,10,28,47,3,34,39,44,14,15,1
7142,2044-02-05,36,24,45,41,28,10,31,46,39,1
7143,2044-02-06,1,23,26,26,13,32,46,10,38,1
7144,2044-02-07,46,14,45,49,36,16,19,19,37,1
7145,2044-02-08,48,42,38,26,18,5,3,29,33,1
7146,2044-02-09,42,48,30,44,3,23,8,2,23,1
7147,2044-02-10,29,37,13,43,30,12,50,20,12,1
7148,2044-02-11,21,36,32,41,23,42,12,33,32,1
7149,2044-02-12,9,33,39,50,32,25,16,11,6,1
7150,2044-02-13,39,25,28,7,6,33,5,1,18,1
7151,2044-02-14,12,12,20,20,18,33,12,50,24,1
7152,2044-02-15,17,2,5,17,28,9,4,3,20,1
7153,2044-02-16,30,20,36,43,45,31,33,17,21,1
7154,2044-02-17,1,37,44,12,44,23,4,44,14,1
7155,2044-02-18,45,50,30,14,33,18,27,40,34,1
7156,2044-02-19,30,26,30,18,22,41,44,36,25,1
7157,2044-02-20,40,42,46,10,40,15,36,5,35,1
7158,2044-02-21,30,9,29,16,29,1,40,41,42,1
7159,2044-02-22,26,9,38,17,46,13,47,4,34,1
7160,2044-02-23,5,24,1,20,24,24,39,16,40,1
7161,2044-02-24,27,42,23,32,28,11,43,13,13,1
7162,2044-02-25,34,12,5,5,43,34,4,27,30,1
7163,2044-02-26,33,32,10,32,44,40,29,37,19,1
7164,2044-02-27,1,13,39,28,38,13,44,14,44,1
7165,2044-02-28,12,36,44,27,29,14,40,4,48,1
7166,2044-02-29,48,25,8,7,9,1,20,44,35,1
7167,2044-03-01,8,14,1,42,35,45,38,41,5,1
7168,2044-03-02,12,36,35,16,32,35,10,8,12,1
7169,2044-03-03,22,28,9,38,28,30,1,21,18,1
7170,2044-03-04,42,2,24,8,14,34,19,17,7,1
7171,2044-03-05,46,46,38,49,3,9,29,21,31,1
7172,2044-03-06,17,34,49,46,40,9,36,34,20,1
7173,2044-03-07,27,15,24,46,20,45,32,9,4,1
7174,2044-03-08,25,5,31,19,26,37,15,38,19,1
7175,2044-03-09,23,23,25,46,19,44,45,13,20,1
7176,2044-03-10,42,18,32,31,46,22,38,48,19,1
7177,2044-03-11,16,31,24,15,4,43,10,22,14,1
7178,2044-03-12,12,28,39,47,11,8,44,41,28,1
7179,2044-03-13,21,43,6,42,49,8,21,9,49,1
7180,2044-03-14,29,25,26,11,6,15,25,34,18,1
7181,2044-03-15,41,40,8,8,11,21,25,31,41,1
7182,2044-03-16,9,48,2,45,16,40,43,38,15,1
7183,2044-03-17,4,44,12,25,2,16,49,35,24,1
7184,2044-03-18,9,49,42,36,26,50,9,39,22,1
7185,2044-03-19,41,1,41,48,12,49,26,6,23,1
7186,2044-03-20,35,35,34,9,11,5,32,45,29,1
7187,2044-03-21,12,20,44,8,42,15,11,2,42,1
7188,2044-03-22,17,45,35,10,43,13,30,41,27,1
7189,2044-03-23,7,37,20,22,49,7,41,2,41,1
7190,2044-03-24,30,27,3,30,29,11,33,11,24,1
7191,2044-03-25,12,33,30,35,26,15,4,23,16,1
7192,2044-03-26,3,3,5,34,29,5,45,5,46,1
7193,2044-03-27,16,28,50,27,4,22,36,35,33,1
7194,2044-03-28,11,28,15,23,12,5,8,1,32,1
7195,2044-03-29,37,46,41,50,16,30,18,29,45,1
7196,2044-03-30,13,35,31,6,12,11,37,2,33,1
7197,2044-03-31,6,37,49,18,5,42,27,22,47,1
7198,2044-04-01,43,50,5,36,37,10,44,36,35,1
7199,2044-04-02,37,5,15,30,15,25,50,49,25,1
7200,2044-04-03,12,36,27,8,12,13,15,7,36,1
7201,2044-04-04,4,14,28,32,44,8,23,47,10,1
7202,2044-04-05,47,33,16,37,46,36,20,5,9,1
7203,2044-04-06,8,29,38,15,33,24,46,5,23,1
7204,2044-04-07,18,16,7,19,10,15,40,21,46,1
7205,2044-04-08,47,7,22,27,47,45,16,3,26,1
7206,2044-04-09,31,10,2,19,47,29,25,42,42,1
7207,2044-04-10,10,35,46,41,21,32,9,9,13,1
7208,2044-04-11,9,25,6,36,18,31,20,49,49,1
7209,2044-04-12,41,18,36,43,19,27,35,5,49,1
7210,2044-04-13,26,49,26,7,4,31,29,19,28,1
7211,2044-04-14,46,18,27,14,40,8,31,48,17,1
7212,2044-04-15,19,14,11,28,17,19,31,34,18,1
7213,2044-04-16,23,39,11,24,21,18,2,25,17,1
7214,2044-04-17,4,8,2,36,16,27,33,20,31,1
7215,2044-04-18,39,46,48,35,13,45,12,18,13,1
7216,2044-04-19,47,22,13,50,37,37,35,8,18,1
7217,2044-04-20,13,34,4,46,13,16,18,13,41,1
7218,2044-04-21,34,20,38,35,15,41,15,6,15,1
7219,2044-04-22,30,41,40,29,18,17,45,29,33,1
7220,2044-04-23,30,11,37,50,38,42,39,29,36,1
7221,2044-04-24,9,21,50,25,32,33,8,26,29,1
7222,2044-04-25,26,4,50,44,5,1,24,49,20,1
7223,2044-04-26,8,3,9,1,44,4,13,48,18,1
7224,2044-04-27,3,30,18,49,35,14,3,50,3,1
7225,2044-04-28,27,10,33,37,27,48,14,18,2,1
7226,2044-04-29,47,6,45,4,14,31,1,31,46,1
7227,2044-04-30,47,49,39,10,25,18,24,2,41,1
7228,2044-05-01,24,26,46,8,28,15,10,7,38,1
7229,2044-05-02,2,49,7,33,3,25,6,5,27,1
7230,2044-05-03,28,44,23,50,41,35,28,49,18,1
7231,2044-05-04,47,3,17,12,4,15,2,36,12,1
7232,2044-05-05,2,45,20,18,24,48,39,30,5,1
7233,2044-05-06,13,27,26,42,26,9,13,32,3,1
7234,2044-05-07,9,47,8,29,3,39,35,15,15,1
7235,2044-05-08,25,24,32,26,7,44,33,27,46,1
7236,2044-05-09,22,50,40,34,24,10,3,33,29,1
7237,2044-05-10,37,23,43,29,45,29,33,50,24,1
7238,2044-05-11,42,4,26,42,37,11,7,39,46,1
7239,2044-05-12,32,33,8,4,9,26,40,43,30,1
7240,2044-05-13,11,18,14,39,16,8,16,5,36,1
7241,2044-05-14,18,34,34,7,8,4,4,25,2,1
7242,2044-05-15,48,11,13,50,23,41,38,9,14,1
7243,2044-05-16,8,39,39,26,36,35,30,26,2,1
7244,2044-05-17,14,11,44,27,5,46,28,27,31,1
7245,2044-05-18,20,8,22,5,27,49,35,30,2,1
7246,2044-05-19,16,21,50,47,37,12,8,21,14,1
7247,2044-05-20,50,18,49,34,3,27,32,14,20,1
7248,2044-05-21,39,29,23,6,19,27,26,26,48,1
7249,2044-05-22,48,48,19,42,5,49,20,32,15,1
7250,2044-05-23,42,35,21,21,29,4,28,9,36,1
7251,2044-05-24,25,29,16,26,24,6,45,38,50,1
7252,2044-05-25,16,3,6,18,29,41,45,29,5,1
7253,2044-05-26,23,12,44,38,28,35,38,28,42,1
7254,2044-05-27,39,50,33,11,8,23,18,41,8,1
7255,2044-05-28,46,23,21,29,2,44,4,45,27,1
7256,2044-05-29,5,4,1,4,35,21,20,24,42,1
7257,2044-05-30,43,8,4,16,21,7,10,36,14,1
7258,2044-05-31,4,15,35,6,49,31,15,28,10,1
7259,2044-06-01,21,16,28,39,14,10,38,22,31,1
7260,2044-06-02,10,46,36,30,12,1,12,36,44,1
7261,2044-06-03,15,33,24,4,3,17,21,45,43,1
7262,2044-06-04,22,33,16,46,36,29,18,27,7,1
7263,2044-06-05,5,26,18,4,46,14,29,20,26,1
7264,2044-06-06,6,44,46,7,7,1,37,46,48,1
7265,2044-06-07,40,41,15,2,17,31,31,37,34,1
7266,2044-06-08,35,48,9,47,6,14,37,12,7,1
7267,2044-06-09,13,8,12,13,44,26,25,15,24,1
7268,2044-06-10,22,21,26,2,4,49,27,49,47,1
7269,2044-06-11,17,27,24,40,36,18,22,35,29,1
7270,2044-06-12,16,31,48,46,16,35,17,36,6,1
7271,2044-06-13,36,37,7,19,43,22,10,26,7,1
7272,2044-06-14,28,2,23,44,13,11,35,33,33,1
7273,2044-06-15,49,46,36,50,7,50,3,28,15,1
7274,2044-06-16,8,26,46,28,1,18,44,41,36,1
7275,2044-06-17,7,25,13,27,32,7,46,33,37,1
7276,2044-06-18,10,21,31,9,45,34,21,42,13,1
7277,2044-06-19,42,7,13,32,37,20,30,4,17,1
7278,2044-06-20,5,32,38,29,37,29,23,33,21,1
7279,2044-06-21,7,22,18,25,12,10,7,19,29,1
7280,2044-06-22,17,45,2,30,34,31,7,3,27,1
7281,2044-06-23,21,49,10,23,18,44,26,2,47,1
7282,2044-06-24,23,43,14,49,39,16,36,17,12,1
7283,2044-06-25,17,50,26,36,44,25,2,15,13,1
7284,2044-06-26,3,38,15,41,16,1,43,25,8,1
7285,2044-06-27,15,19,46,16,38,48,49,40,9,1
7286,2044-06-28,19,50,10,33,33,34,45,44,10,1
7287,2044-06-29,8,41,18,9,46,37,17,20,22,1
7288,2044-06-30,7,15,20,28,13,32,20,2,37,1
7289,2044-07-01,11,37,37,44,21,44,49,37,28,1
7290,2044-07-02,34,22,24,9,37,36,46,40,38,1
7291,2044-07-03,26,29,36,38,49,13,5,7,11,1
7292,2044-07-04,39,44,14,37,18,42,41,48,38,1
7293,2044-07-05,2,50,46,11,23,49,4,50,16,1
7294,2044-07-06,37,42,28,6,25,10,31,42,36,1
7295,2044-07-07,42,14,5,40,11,38,50,3,5,1
7296,2044-07-08,28,1,45,10,5,14,19,46,32,1
7297,2044-07-09,24,30,32,48,12,47,11,19,28,1
7298,2044-07-10,45,28,30,17,34,39,19,22,32,1
7299,2044-07-11,41,50,22,13,37,48,17,18,23,1
7300,2044-07-12,46,31,44,50,28,29,17,41,31,1
7301,2044-07-13,48,42,47,26,27,50,9,12,16,1
7302,2044-07-14,44,9,8,29,39,39,50,32,13,1
7303,2044-07-15,34,8,44,31,28,16,1,32,18,1
7304,2044-07-16,3,34,28,2,34,10,41,31,41,1
7305,2044-07-17,4,32,36,40,3,5,39,12,21,1
7306,2044-07-18,35,9,46,31,9,38,10,36,17,1
7307,2044-07-19,3,40,26,4,29,40,13,13,33,1
7308,2044-07-20,43,28,28,48,42,33,15,43,23,1
7309,2044-07-21,29,16,17,6,8,16,17,23,33,1
7310,2044-07-22,33,41,33,16,19,14,31,30,31,1
7311,2044-07-23,1,40,50,17,15,32,30,29,13,1
7312,2044-07-24,25,28,46,22,14,23,50,23,50,1
7313,2044-07-25,3,38,26,19,32,38,27,23,41,1
7314,2044-07-26,23,4,45,33,27,26,4,50,10,1
7315,2044-07-27,15,13,7,38,16,45,10,27,13,1
7316,2044-07-28,10,43,21,43,3,50,34,24,36,1
7317,2044-07-29,13,32,13,23,22,47,17,29,44,1
7318,2044-07-30,18,50,33,41,25,38,42,22,34,1
7319,2044-07-31,33,21,44,48,20,35,31,1,22,1
7320,2044-08-01,40,43,40,37,21,11,27,17,13,1
7321,2044-08-02,32,36,14,28,42,9,6,39,10,1
7322,2044-08-03,47,18,14,34,33,35,43,25,15,1
7323,2044-08-04,25,32,23,25,28,7,22,50,10,1
7324,2044-08-05,43,24,13,39,26,33,14,17,36,1
7325,2044-08-06,4,11,48,7,22,46,31,5,27,1
7326,2044-08-07,39,3,23,24,9,18,5,26,45,1
7327,2044-08-08,11,14,40,4,16,23,1,9,30,1
7328,2044-08-09,16,6,47,35,19,49,39,39,9,1
7329,2044-08-10,10,40,24,26,23,40,20,36,13,1
7330,2044-08-11,10,13,28,16,19,37,29,23,37,1
7331,2044-08-12,24,32,15,29,50,3,7,46,31,1
7332,2044-08-13,44,24,38,48,33,31,25,35,7,1
7333,2044-08-14,31,12,16,43,23,35,21,49,35,1
7334,2044-08-15,3,46,9,41,3,49,8,49,49,1
7335,2044-08-16,6,49,27,41,28,31,35,21,49,1
7336,2044-08-17,39,14,44,17,25,32,33,1,30,1
7337,2044-08-18,48,15,5,13,35,44,16,46,45,1
7338,2044-08-19,10,48,46,26,24,39,13,23,47,1
7339,2044-08-20,20,24,48,7,23,26,15,32,3,1
7340,2044-08-21,46,24,12,12,12,37,5,7,14,1
7341,2044-08-22,26,3,15,37,24,27,32,7,45,1
7342,2044-08-23,2,5,15,17,13,17,1,8,16,1
7343,2044-08-24,16,24,10,22,2,30,8,1,12,1
7344,2044-08-25,39,43,36,49,14,35,23,14,6,1
7345,2044-08-26,34,35,12,3,20,45,23,43,23,1
7346,2044-08-27,2,2,13,18,12,25,32,47,17,1
7347,2044-08-28,38,28,29,4,13,14,5,37,36,1
7348,2044-08-29,8,4,23,43,13,5,32,14,39,1
7349,2044-08-30,21,33,41,7,2,42,39,40,21,1
7350,2044-08-31,36,47,35,19,46,42,4,48,45,1
7351,2044-09-01,46,10,9,43,10,25,26,19,9,1
7352,2044-09-02,8,28,39,25,19,29,49,37,41,1
7353,2044-09-03,29,17,16,37,15,15,38,5,26,1
7354,2044-09-04,48,12,22,7,12,35,1,20,29,1
7355,2044-09-05,29,39,31,17,30,10,23,7,42,1
7356,2044-09-06,18,24,45,13,27,3,31,37,26,1
7357,2044-09-07,17,30,40,21,28,37,17,36,33,1
7358,2044-09-08,29,24,12,16,20,43,38,37,25,1
7359,2044-09-09,33,42,19,31,8,37,17,9,41,1
7360,2044-09-10,45,3,3,19,6,14,27,37,23,1
7361,2044-09-11,15,12,21,15,20,37,47,4,3,1
7362,2044-09-12,4,8,41,16,33,35,47,20,35,1
7363,2044-09-13,19,14,49,22,30,12,11,11,20,1
7364,2044-09-14,29,15,43,32,22,8,26,48,8,1
7365,2044-09-15,10,8,11,15,34,47,1,38,41,1
7366,2044-09-16,44,47,43,43,47,2,20,30,38,1
7367,2044-09-17,10,28,34,37,7,13,36,42,12,1
7368,2044-09-18,49,26,9,23,18,36,38,17,9,1
7369,2044-09-19,49,9,19,49,36,24,17,4,18,1
7370,2044-09-20,42,34,33,46,44,27,28,32,15,1
7371,2044-09-21,43,17,38,26,46,21,25,28,32,1
7372,2044-09-22,17,2,6,35,37,23,44,24,24,1
7373,2044-09-23,47,13,10,25,32,47,27,27,41,1
7374,2044-09-24,16,22,35,30,28,45,11,2,3,1
7375,2044-09-25,21,45,42,20,11,11,4,40,47,1
7376,2044-09-26,21,45,30,41,47,38,10,39,26,1
7377,2044-09-27,5,16,11,40,3,8,41,50,28,1
7378,2044-09-28,21,47,30,47,37,19,46,2,2,1
7379,2044-09-29,12,39,28,40,11,47,19,30,35,1
7380,2044-09-30,17,21,37,27,29,3,36,31,26,1
7381,2044-10-01,27,23,39,18,46,43,31,38,26,1
7382,2044-10-02,27,15,9,37,7,43,40,14,41,1
7383,2044-10-03,36,11,50,8,37,7,17,25,34,1
7384,2044-10-04,32,5,7,21,2,50,45,47,34,1
7385,2044-10-05,35,33,15,19,6,48,32,17,44,1
7386,2044-10-06,49,14,39,9,38,2,2,14,19,1
7387,2044-10-07,16,44,15,27,20,22,38,22,33,1
7388,2044-10-08,21,46,8,19,26,7,36,10,23,1
7389,2044-10-09,29,37,1,21,44,33,39,32,30,1
7390,2044-10-10,26,35,43,34,16,39,21,46,2,1
7391,2044-10-11,26,38,26,23,13,20,6,15,17,1
7392,2044-10-12,9,13,31,36,17,32,30,9,46,1
7393,2044-10-13,22,43,50,32,36,5,48,27,8,1
7394,2044-10-14,44,2,23,50,48,42,38,7,41,1
7395,2044-10-15,12,49,35,39,44,31,33,34,14,1
7396,2044-10-16,41,25,5,20,35,10,5,16,17,1
7397,2044-10-17,15,39,26,14,15,39,36,20,42,1
7398,2044-10-18,2,15,15,43,22,22,15,37,10,1
7399,2044-10-19,46,29,35,1,33,47,8,4,48,1
7400,2044-10-20,22,27,41,31,8,7,31,13,17,1
7401,2044-10-21,38,11,19,8,41,44,15,26,49,1
7402,2044-10-22,11,11,8,9,26,25,41,46,31,1
7403,2044-10-23,32,14,35,50,26,36,49,18,37,1
7404,2044-10-24,50,24,41,50,5,35,35,39,50,1
7405,2044-10-25,7,33,16,9,46,46,3,14,23,1
7406,2044-10-26,24,27,9,11,20,23,45,13,28,1
7407,2044-10-27,44,19,23,40,13,23,21,32,13,1
7408,2044-10-28,27,30,47,21,13,46,11,27,33,1
7409,2044-10-29,35,10,15,39,25,21,10,47,32,1
7410,2044-10-30,29,13,14,20,24,45,7,10,13,1
7411,2044-10-31,28,16,42,30,14,46,39,43,21,1
7412,2044-11-01,6,29,48,46,46,42,15,5,10,1
7413,2044-11-02,17,43,20,1,38,19,25,2,35,1
7414,2044-11-03,37,44,32,34,31,48,41,36,28,1
7415,2044-11-04,41,31,10,17,27,21,5,32,26,1
7416,2044-11-05,27,42,42,4,18,6,9,22,2,1
7417,2044-11-06,2,2,26,27,29,9,24,19,10,1
7418,2044-11-07,28,47,24,30,19,21,13,32,42,1
7419,2044-11-08,48,18,17,31,23,16,28,15,36,1
7420,2044-11-09,40,28,14,32,20,9,32,36,14,1
7421,2044-11-10,42,46,10,4,34,16,6,41,16,1
7422,2044-11-11,11,23,45,44,38,24,27,12,50,1
7423,2044-11-12,46,38,12,18,15,12,42,4,44,1
7424,2044-11-13,24,41,44,43,5,42,20,29,21,1
7425,2044-11-14,33,50,44,24,33,36,19,30,27,1
7426,2044-11-15,43,6,11,38,12,21,48,7,6,1
7427,2044-11-16,47,28,42,29,47,37,33,42,19,1
7428,2044-11-17,23,37,12,38,6,23,20,38,5,1
7429,2044-11-18,44,12,32,38,13,41,18,41,6,1
7430,2044-11-19,6,25,11,20,24,35,29,33,6,1
7431,2044-11-20,9,25,19,7,11,22,18,49,44,1
7432,2044-11-21,4,26,35,1,12,36,25,14,47,1
7433,2044-11-22,11,35,14,18,35,46,50,18,28,1
7434,2044-11-23,15,9,17,23,19,40,25,37,8,1
7435,2044-11-24,25,21,20,47,14,10,1,17,27,1
7436,2044-11-25,39,26,3,2,15,5,28,30,42,1
7437,2044-11-26,34,17,25,9,30,10,1,16,8,1
7438,2044-11-27,27,15,22,6,42,16,20,48,45,1
7439,2044-11-28,9,33,17,21,25,18,11,35,12,1
7440,2044-11-29,12,3,19,14,19,34,3,39,46,1
7441,2044-11-30,27,34,3,4,9,5,19,17,38,1
7442,2044-12-01,4,31,47,47,48,15,6,46,15,1
7443,2044-12-02,35,25,37,32,21,20,45,45,21,1
7444,2044-12-03,23,16,50,20,26,17,25,11,40,1
7445,2044-12-04,27,13,16,50,37,6,47,38,7,1
7446,2044-12-05,30,45,18,3,41,1,9,6,40,1
7447,2044-12-06,38,48,40,21,49,44,6,35,50,1
7448,2044-12-07,20,13,6,26,31,9,4,16,29,1
7449,2044-12-08,41,29,30,48,49,43,23,19,36,1
7450,2044-12-09,3,32,15,4,45,48,31,36,12,1
7451,2044-12-10,29,12,38,25,6,6,35,25,35,1
7452,2044-12-11,42,41,48,16,20,47,32,39,28,1
7453,2044-12-12,35,13,15,31,47,21,10,6,11,1
7454,2044-12-13,22,1,6,15,16,15,40,5,35,1
7455,2044-12-14,24,27,50,44,42,10,22,30,36,1
7456,2044-12-15,6,4,28,5,40,19,32,49,27,1
7457,2044-12-16,17,23,31,32,17,28,23,28,36,1
7458,2044-12-17,6,17,32,44,3,28,7,48,27,1
7459,2044-12-18,38,33,29,29,10,38,23,28,15,1
7460,2044-12-19,25,29,47,44,4,37,42,12,24,1
7461,2044-12-20,48,36,16,24,22,21,10,11,1,1
7462,2044-12-21,39,22,35,45,2,20,9,21,27,1
7463,2044-12-22,4,49,39,40,25,7,5,35,37,1
7464,2044-12-23,6,12,38,36,39,33,43,32,32,1
7465,2044-12-24,10,43,43,36,18,49,35,20,19,1
7466,2044-12-25,6,36,26,20,33,16,16,44,25,1
7467,2044-12-26,35,24,9,16,24,43,9,21,26,1
7468,2044-12-27,32,20,50,9,30,30,36,25,44,1
7469,2044-12-28,5,42,1,9,45,32,28,41,25,1
7470,2044-12-29,38,33,8,29,42,40,20,7,12,1
7471,2044-12-30,5,11,35,5,14,15,4,12,14,1
7472,2044-12-31,41,32,23,41,1,14,39,18,23,1
7473,2045-01-01,48,2,45,16,39,47,49,20,2,1
7474,2045-01-02,40,49,20,24,30,26,22,47,14,1
7475,2045-01-03,24,12,19,21,28,9,7,16,7,1
7476,2045-01-04,24,10,37,12,4,16,39,33,22,1
7477,2045-01-05,39,20,44,26,37,4,4,8,32,1
7478,2045-01-06,18,29,26,22,43,3,25,34,25,1
7479,2045-01-07,25,35,24,20,48,45,8,40,30,1
7480,2045-01-08,38,7,8,4,31,26,1,5,39,1
7481,2045-01-09,42,14,1,27,49,17,11,46,20,1
7482,2045-01-10,34,19,43,18,7,27,17,22,19,1
7483,2045-01-11,30,8,29,39,19,22,44,11,21,1
7484,2045-01-12,44,11,14,3,12,19,31,12,17,1
7485,2045-01-13,12,41,23,49,10,4,22,30,13,1
7486,2045-01-14,28,22,37,35,9,15,22,13,31,1
7487,2045-01-15,46,32,42,46,21,5,44,42,14,1
7488,2045-01-16,9,16,44,25,32,23,43,22,17,1
